"","clusterID_seq","window_type","watershed","year","catchment_km2","TO","Nhat","t","surveyPeriod","SWA","VA","NDVI","riparian_area_m2","dam_km","clusterID_unique","clusterID_num","stream","sampleEvent","year_id","damPresence","sampleEvent_new","logSWA","y","y_veg","dam_km_std"
"792",1,"dammed","BRZ",2019,288.19574,50.2425755144097,1.17338716783622,5,"195",2802.48058530373,17453.5331322763,0.669920282544897,4934.08057852229,4.69354867134488,"2019.BRZ.1",1,1,1,1,1,1,7.93861699037611,1,1,0.551844664396496
"793",1,"dammed","BRZ",2019,288.19574,50.2425755144097,1.17338716783622,6,"196",3346.60737296764,16894.5989748487,0.657567665789938,4934.08057852229,4.69354867134488,"2019.BRZ.1",1,1,2,1,1,2,8.11600115262004,1,1,0.551844664396496
"794",1,"dammed","BRZ",2019,288.19574,50.2425755144097,1.17338716783622,7,"197",2946.17498924592,17418.4871446497,0.642195620753788,4934.08057852229,4.69354867134488,"2019.BRZ.1",1,1,3,1,1,3,7.98860235974849,1,1,0.551844664396496
"795",1,"dammed","BRZ",2019,288.19574,50.2425755144097,1.17338716783622,8,"198",4757.87457014416,13305.0201533299,0.614348661078748,4934.08057852229,4.69354867134488,"2019.BRZ.1",1,1,4,1,1,4,8.46776648442668,1,1,0.551844664396496
"796",1,"undammed","BRZ",2019,288.17282,38.8038209769466,1.12708796590502,5,"195",0,21152.7416504205,0.438974835078584,5985.93254742399,4.50835186362008,"2019.BRZ.1",1,1,1,1,1,1,0,0,1,0.492993998493692
"797",1,"undammed","BRZ",2019,288.17282,38.8038209769466,1.12708796590502,6,"196",0,21288.2495464549,0.439016337626047,5985.93254742399,4.50835186362008,"2019.BRZ.1",1,1,2,1,1,2,0,0,1,0.492993998493692
"798",1,"undammed","BRZ",2019,288.17282,38.8038209769466,1.12708796590502,7,"197",0,21288.2495464549,0.457612816578382,5985.93254742399,4.50835186362008,"2019.BRZ.1",1,1,3,1,1,3,0,0,1,0.492993998493692
"799",1,"undammed","BRZ",2019,288.17282,38.8038209769466,1.12708796590502,8,"198",425.924973328441,21021.6867836747,0.48920105370545,5985.93254742399,4.50835186362008,"2019.BRZ.1",1,1,4,1,1,4,6.05660829129966,1,1,0.492993998493692
"800",3,"dammed","BRZ",2019,288.19574,43.6555662544137,3.5217874629519,5,"195",161.024557829604,27789.8584246168,0.610103498120143,6470.4373159688,10.0622498941483,"2019.BRZ.3",28,1,1,1,1,1,5.08774791528431,1,1,2.25787645769112
"801",3,"dammed","BRZ",2019,288.19574,43.6555662544137,3.5217874629519,6,"196",331.525024734525,28189.5263688031,0.631589811371786,6470.4373159688,10.0622498941483,"2019.BRZ.3",28,1,2,1,1,2,5.80671511962331,1,1,2.25787645769112
