system:index,FID_Braz_1,FID_Brazil,Id,Input_FID,ORIG_FID,Shape_Area,Shape_Le_1,Shape_Leng,gridcode,.geo
00000000000000000e2a,1,3618,2,2790,1,336.626392832,104.208588856,52430.8149726,1,"{""type"":""Polygon"",""coordinates"":[[[-106.81494019420006,48.1767345495664],[-106.8149065466705,48.17672618919334],[-106.81487097113866,48.17666423115156],[-106.81448076258958,48.17696068168216],[-106.81448194247831,48.176991932323354],[-106.81464645531024,48.17692675347966],[-106.81495408834243,48.176747747991975],[-106.81494019420006,48.1767345495664]]]}"
00000000000000000e2b,1,3619,2,2788,1,215.625469525,70.4282367207,52430.8149726,1,"{""type"":""Polygon"",""coordinates"":[[[-106.81475530030166,48.17660346143771],[-106.81464679976224,48.176556119995574],[-106.81449195956978,48.17671038575229],[-106.81449492204759,48.17679517777783],[-106.8147754715123,48.176607684827374],[-106.81475530030166,48.17660346143771]]]}"
00000000000000000e2c,1,3620,2,2785,1,271.641571364,77.2478199322,52430.8149726,1,"{""type"":""Polygon"",""coordinates"":[[[-106.81448491903157,48.17670153901795],[-106.8143271959054,48.17658344878354],[-106.8142417002427,48.17662054045919],[-106.81423536495096,48.17662960215455],[-106.81422865535482,48.176629673901765],[-106.81447742581074,48.176866899401624],[-106.81449492204759,48.17679517777783],[-106.81449195956978,48.17671038575229],[-106.81448491903157,48.17670153901795]]]}"
00000000000000000e2d,1,3621,2,2783,1,551.885646069,190.626463327,52430.8149726,1,"{""type"":""MultiPolygon"",""coordinates"":[[[[-106.81426770948222,48.176789837693185],[-106.81427522452096,48.17681202650905],[-106.81428835518464,48.1768074032497],[-106.81426770948222,48.176789837693185]]],[[[-106.81420681327386,48.17695604295867],[-106.81422638079214,48.17694234270979],[-106.81423342128768,48.176951189504464],[-106.8142270424744,48.17696017979862],[-106.8142339815273,48.1769690418299],[-106.81422778985865,48.17698252713142],[-106.81426899571979,48.17701314814627],[-106.81427574764096,48.17701751517552],[-106.81433685202131,48.177043354449786],[-106.81434407853536,48.177061063587864],[-106.81441911933472,48.177104540219176],[-106.81446945782666,48.17701891820372],[-106.81448194247831,48.176991932323354],[-106.81448076258958,48.17696068168216],[-106.8144733488348,48.176938477589985],[-106.81430891519689,48.17682045858291],[-106.81429761025103,48.17687869493427],[-106.81424439551364,48.17688403454387],[-106.81421637848482,48.17684870364312],[-106.81422702184614,48.17677263030041],[-106.81426085615608,48.17678548591489],[-106.81412411016105,48.17669387916255],[-106.81411758769808,48.17669844588272],[-106.81407137025558,48.17671256067593],[-106.8140319046264,48.17673104247611],[-106.81402538215188,48.17673560919356],[-106.81415096763145,48.176885508737314],[-106.81420681327386,48.17695604295867]],[[-106.8143222106562,48.17700780850498],[-106.81432262723327,48.177021237299684],[-106.81433567225993,48.17701210377316],[-106.8143222106562,48.17700780850498]],[[-106.81422497172426,48.17690215831876],[-106.81425280164777,48.176932994251366],[-106.81426532864351,48.17691044721332],[-106.81422497172426,48.17690215831876]],[[-106.81425387989654,48.17696426011764],[-106.81426129350463,48.17698646424127],[-106.81428086103215,48.1769727639732],[-106.81425387989654,48.17696426011764]],[[-106.81414837903105,48.17681407382093],[-106.81415537602552,48.17682284914204],[-106.81416860813557,48.17681821066445],[-106.81414837903105,48.17681407382093]],[[-106.81416471651777,48.17689865109807],[-106.8141844711531,48.17688944586979],[-106.81415096763145,48.176885508737314],[-106.81416471651777,48.17689865109807]],[[-106.8142789338972,48.17691916602234],[-106.81428611810604,48.176932436349595],[-106.81427344741255,48.17695055985712],[-106.81430042854899,48.17695906370496],[-106.81430587275742,48.176923231090115],[-106.8142789338972,48.17691916602234]]]]}"
00000000000000000e2e,1,3622,2,2791,1,215.138413831,81.8778946326,52430.8149726,1,"{""type"":""Polygon"",""coordinates"":[[[-106.81500204692738,48.17678273549854],[-106.81495408834243,48.176747747991975],[-106.81464645531024,48.17692675347966],[-106.81506394220239,48.17683536019343],[-106.81505000562586,48.17681772300155],[-106.81508191224947,48.176776980561385],[-106.81500204692738,48.17678273549854]]]}"
00000000000000000e2f,1,3623,2,2786,1,112.583822632,47.9676260126,52430.8149726,1,"{""type"":""Polygon"",""coordinates"":[[[-106.81445942683882,48.17654565558971],[-106.81444615254419,48.17654585533933],[-106.81442606721095,48.176546142081705],[-106.81440602533722,48.17654650027822],[-106.81438604145725,48.17654677177826],[-106.81434709407128,48.176578667092095],[-106.8143271959054,48.17658344878354],[-106.81448491903157,48.17670153901795],[-106.81447932499678,48.17654087387457],[-106.81445942683882,48.17654565558971]]]}"
00000000000000000e30,1,3624,2,2789,1,403.392143695,101.669738865,52430.8149726,1,"{""type"":""Polygon"",""coordinates"":[[[-106.81486393048704,48.176655384455515],[-106.81484295345615,48.17662890059668],[-106.8147754715123,48.176607684827374],[-106.81449492204759,48.17679517777783],[-106.81447742581074,48.176866899401624],[-106.8144733488348,48.176938477589985],[-106.81448076258958,48.17696068168216],[-106.81487097113866,48.17666423115156],[-106.81486393048704,48.176655384455515]]]}"
00000000000000000e31,1,3625,2,2787,1,127.010548281,52.1918337099,52430.8149726,1,"{""type"":""Polygon"",""coordinates"":[[[-106.81463323679016,48.17655184004007],[-106.81459940241245,48.17653898461501],[-106.81455285417782,48.17654418112026],[-106.81450597503883,48.17654045913033],[-106.81447932499678,48.17654087387457],[-106.81448491903157,48.17670153901795],[-106.81449195956978,48.17671038575229],[-106.81464679976224,48.176556119995574],[-106.81463323679016,48.17655184004007]]]}"
00000000000000000e32,1,3626,2,2784,1,262.131185791,98.0389583022,52430.8149726,1,"{""type"":""Polygon"",""coordinates"":[[[-106.81422865535482,48.176629673901765],[-106.81420266700975,48.1766479255531],[-106.81418328679977,48.17666612069408],[-106.81412411016105,48.17669387916255],[-106.81426085615608,48.17678548591489],[-106.81426770948222,48.176789837693185],[-106.81428835518464,48.1768074032497],[-106.8142950213623,48.176807260038316],[-106.81431444507831,48.17678913628375],[-106.81430891519689,48.17682045858291],[-106.8144733488348,48.176938477589985],[-106.81447742581074,48.176866899401624],[-106.81422865535482,48.176629673901765]],[[-106.81433982975399,48.17675296083623],[-106.81432641169559,48.17674873704618],[-106.81432711569425,48.17677101282819],[-106.81433982975399,48.17675296083623]]]}"
00000000000000000e33,1,3627,2,2782,1,172.248778317,71.6834261903,52430.8149726,1,"{""type"":""Polygon"",""coordinates"":[[[-106.81402538215188,48.17673560919356],[-106.81398587427427,48.17674965222325],[-106.8139534055223,48.176776909332496],[-106.81392702825104,48.176786329136874],[-106.81391408471474,48.176795447334534],[-106.81390756222227,48.17680001405],[-106.81403004096762,48.17686506540019],[-106.81403637634105,48.17685600367586],[-106.81404364611376,48.176873784237664],[-106.81408452081685,48.17689548674],[-106.81409137412751,48.17689983854031],[-106.81409151780451,48.17690426207946],[-106.81413229114422,48.176925979805546],[-106.81420047791022,48.17696510471112],[-106.81420700041951,48.176960537961115],[-106.81420681327386,48.17695604295867],[-106.81402538215188,48.17673560919356]]]}"
00000000000000000e34,1,3628,2,2794,1,671.987078183,176.589232853,52430.8149726,1,"{""type"":""Polygon"",""coordinates"":[[[-106.81551173373312,48.17703372883282],[-106.81539094779767,48.177017710768105],[-106.81529652509404,48.17699243048575],[-106.81528291941743,48.17698371181908],[-106.8144136751843,48.177140372962],[-106.81440203936026,48.177189691094604],[-106.81534003452597,48.177090006349495],[-106.81552515220832,48.17703795246999],[-106.81551173373312,48.17703372883282]]]}"
00000000000000000e35,1,3629,2,2796,1,745.808356654,156.562429392,52430.8149726,1,"{""type"":""MultiPolygon"",""coordinates"":[[[[-106.81477492959598,48.1773490112943],[-106.81480810285997,48.177344029620016],[-106.8148078733299,48.17733509578096],[-106.81477492959598,48.1773490112943]]],[[[-106.81564933619437,48.17714766616792],[-106.81560794108569,48.17711255070573],[-106.81559315440883,48.17707258139751],[-106.81552515220832,48.17703795246999],[-106.81534003452597,48.177090006349495],[-106.8148077295697,48.17733067220888],[-106.81484123381054,48.1773346091279],[-106.81567721034044,48.17718294057744],[-106.81564933619437,48.17714766616792]]]]}"
00000000000000000e36,1,3630,2,2799,1,437.06133653,203.216594243,52430.8149726,1,"{""type"":""GeometryCollection"",""geometries"":[{""type"":""LineString"",""coordinates"":[[-106.81579347652692,48.177449071675156],[-106.81577361241541,48.17745385171961]]},{""type"":""LineString"",""coordinates"":[[-106.81495030024921,48.177587444432646],[-106.81495697419716,48.17758733902694]]},{""type"":""Polygon"",""coordinates"":[[[-106.81579253926898,48.1774222706465],[-106.81579220805183,48.17741335203817],[-106.81579079729237,48.17737316735435],[-106.8157971759209,48.17736417689097],[-106.81569755391328,48.17737913816354],[-106.81569844604849,48.17740590921388],[-106.81572609067396,48.17743224992818],[-106.81572675307523,48.17745008715402],[-106.81574040254495,48.17745887728553],[-106.81576696773206,48.177453951886484],[-106.81575992666325,48.17744510513417],[-106.81579343147173,48.17744904171613],[-106.81580680773601,48.17744882652863],[-106.81580647651579,48.17743990791593],[-106.81579253926898,48.1774222706465]]]},{""type"":""Polygon"",""coordinates"":[[[-106.81484734741251,48.17750869030836],[-106.81488226157826,48.177552812051246],[-106.81485668942565,48.17758449314342],[-106.81474313087209,48.17758181601331],[-106.81468987144981,48.17758708451156],[-106.81461600915168,48.1775748587135],[-106.81460329486315,48.177592911028704],[-106.81457053807547,48.177611321602186],[-106.8145851364434,48.17764679644411],[-106.81495026357535,48.17758744177549],[-106.81494937199825,48.17756067061207],[-106.81494777494547,48.177515990733575],[-106.81516166108105,48.177521615685464],[-106.81516898957602,48.17753930967365],[-106.81516265426403,48.177548371588195],[-106.81516940645075,48.177552738592354],[-106.81532220233525,48.177527998715384],[-106.81530722861736,48.17748353400097],[-106.8153269835531,48.17747432842878],[-106.81534002865246,48.177465194685986],[-106.81536667961342,48.1774647796731],[-106.81543275350506,48.17744581055978],[-106.81543186156682,48.17741903948176],[-106.81484734741251,48.17750869030836]]]}]}"
00000000000000000e37,1,3631,2,2797,1,800.118832994,248.389545364,52430.8149726,1,"{""type"":""Polygon"",""coordinates"":[[[-106.81573357879337,48.17726688780577],[-106.81573320516291,48.17725353042634],[-106.81573268662542,48.177240116827065],[-106.81569180982687,48.17721841493554],[-106.815691248883,48.17720056255207],[-106.81567721034044,48.17718294057744],[-106.81484123381054,48.1773346091279],[-106.81487473807131,48.17733854603506],[-106.81488192260873,48.17735181641497],[-106.81490205080505,48.17735596836752],[-106.81488215215656,48.17736075025623],[-106.81487596059823,48.177374235696675],[-106.8148688775073,48.17736095007615],[-106.81483560276571,48.17736594700825],[-106.81484297451136,48.17738371243362],[-106.8148225576544,48.177375080665854],[-106.81480810285997,48.177344029620016],[-106.81477492959598,48.1773490112943],[-106.81458347545615,48.177410125920154],[-106.81458455396107,48.177441392058796],[-106.81529600050663,48.177354204502755],[-106.8153023357575,48.17734514261431],[-106.81532246409395,48.17734929447493],[-106.8153823898177,48.17734388235937],[-106.81538891234061,48.17733931549621],[-106.81540195738287,48.17733018176983],[-106.81540847990222,48.17732561490662],[-106.81541533354665,48.17732996663973],[-106.81542227303855,48.17733882863636],[-106.81561509540443,48.1773134582402],[-106.81562814041473,48.177304324488475],[-106.81562847159343,48.17731324307993],[-106.81575474432448,48.177297866784535],[-106.81573357879337,48.17726688780577]],[[-106.8152879239485,48.17731416312903],[-106.81527436053413,48.17730988321354],[-106.81528196216485,48.177336582414156],[-106.8152879239485,48.17731416312903]],[[-106.81506192874431,48.177344514632466],[-106.81502842438677,48.17734057779244],[-106.815042548367,48.17736271019063],[-106.81506192874431,48.177344514632466]],[[-106.81506282041484,48.17737128568289],[-106.81502931603288,48.17736734884179],[-106.81503650064296,48.17738061921556],[-106.81506282041484,48.17737128568289]],[[-106.81502223287553,48.17735406323594],[-106.81498862708138,48.17735014161581],[-106.81499566788807,48.17735898841523],[-106.81502223287553,48.17735406323594]],[[-106.81494240867235,48.17736425702566],[-106.81492228045786,48.17736010508135],[-106.81490965214083,48.17738266762827],[-106.81493002558511,48.177391227918406],[-106.81494240867235,48.17736425702566]]]}"
00000000000000000e38,1,3632,2,2855,1,340.458063243,111.123932095,52430.8149726,1,"{""type"":""MultiPolygon"",""coordinates"":[[[[-106.81663763885363,48.17733746180511],[-106.81662808013226,48.177444802190614],[-106.8167740657519,48.17742014719261],[-106.81678569883252,48.17737082862757],[-106.81663763885363,48.17733746180511]]],[[[-106.81626870853117,48.177481774199656],[-106.81621389339448,48.17744243524871],[-106.81609892232247,48.17739957507108],[-106.81600994019057,48.177338462398964],[-106.81600704613237,48.177445659430866],[-106.81605074557092,48.1775477307877],[-106.81628960139473,48.177503747855916],[-106.81626870853117,48.177481774199656]]]]}"
00000000000000000e39,1,3633,2,2792,1,381.974693124,114.960546498,52430.8149726,1,"{""type"":""Polygon"",""coordinates"":[[[-106.81512660126027,48.176905806714075],[-106.81510548005474,48.17687489926387],[-106.81506394220239,48.17683536019343],[-106.81464645531024,48.17692675347966],[-106.81448194247831,48.176991932323354],[-106.81446945782666,48.17701891820372],[-106.81516718842605,48.176923028980276],[-106.81512660126027,48.176905806714075]]]}"
00000000000000000e3a,1,3634,2,2795,1,1046.73849127,181.173045543,52430.8149726,1,"{""type"":""Polygon"",""coordinates"":[[[-106.81440203936026,48.177189691094604],[-106.81439566052862,48.17719868144099],[-106.81441030203334,48.1772342274996],[-106.81443142266502,48.17726513532711],[-106.81443860699552,48.17727840572687],[-106.81445206872588,48.17728270099759],[-106.81450787337965,48.177348796733234],[-106.81447492963292,48.1773627121479],[-106.81445480157903,48.17735856010194],[-106.8144692560231,48.1773896112182],[-106.81450257297227,48.177389053224324],[-106.81453593338948,48.17738856667812],[-106.81458314453485,48.17740120730225],[-106.81458347545615,48.177410125920154],[-106.81477492959598,48.1773490112943],[-106.8148078733299,48.17733509578096],[-106.81480101980354,48.17733074400122],[-106.8148077295697,48.17733067220888],[-106.81534003452597,48.177090006349495],[-106.81440203936026,48.177189691094604]],[[-106.81476760135081,48.177331317333596],[-106.81474747321359,48.17732716535339],[-106.8147546999996,48.17734487454897],[-106.81476760135081,48.177331317333596]]]}"
00000000000000000e3b,1,3635,2,2793,1,636.92845575,145.412370938,52430.8149726,1,"{""type"":""Polygon"",""coordinates"":[[[-106.81524223063394,48.176966504820996],[-106.8152012108265,48.176940379276],[-106.81516718842605,48.176923028980276],[-106.81446945782666,48.17701891820372],[-106.81441911933472,48.177104540219176],[-106.8144136751843,48.177140372962],[-106.81528291941743,48.17698371181908],[-106.81524223063394,48.176966504820996]]]}"
00000000000000000e3c,1,3636,2,2779,1,128.934944514,72.7905299318,52430.8149726,1,"{""type"":""MultiPolygon"",""coordinates"":[[[[-106.81392437678227,48.17709000890238],[-106.81390443616911,48.177090351769436],[-106.81393827052173,48.177103207573516],[-106.81392437678227,48.17709000890238]]],[[[-106.81382132163965,48.17700683341369],[-106.81384807327088,48.1770064036109],[-106.81383399251138,48.17698870994183],[-106.81382132163965,48.17700683341369]]],[[[-106.81382132163965,48.17700683341369],[-106.81380100690356,48.1769981862406],[-106.81383399251138,48.17698870994183],[-106.81377129452184,48.1769138236122],[-106.81375839311342,48.176927380588374],[-106.81369898673816,48.176946205162466],[-106.81366637406886,48.17696903873696],[-106.81364028391211,48.17698730559625],[-106.8138637485544,48.17707314412472],[-106.81390344388875,48.17706359606303],[-106.81389659058652,48.177059244235636],[-106.81381579132041,48.177038155824754],[-106.81382132163965,48.17700683341369]]]]}"
00000000000000000e3d,1,3637,2,2781,1,156.784679144,94.1839508549,52430.8149726,1,"{""type"":""MultiPolygon"",""coordinates"":[[[[-106.81404416403731,48.176887197768494],[-106.81408452081685,48.17689548674],[-106.81404364611376,48.176873784237664],[-106.81404416403731,48.176887197768494]]],[[[-106.81422778985865,48.17698252713142],[-106.81422845154033,48.177000364233834],[-106.81425543268773,48.17700886810202],[-106.81426899571979,48.17701314814627],[-106.81422778985865,48.17698252713142]]],[[[-106.81413328359919,48.176952735435464],[-106.81418743288809,48.1769742382111],[-106.81420047791022,48.17696510471112],[-106.81413229114422,48.176925979805546],[-106.81413328359919,48.176952735435464]]],[[[-106.81413229114422,48.176925979805546],[-106.81409151780451,48.17690426207946],[-106.81407180661347,48.17691353875062],[-106.81410564093343,48.17692639445368],[-106.81413229114422,48.176925979805546]]],[[[-106.81401732675754,48.17688311739339],[-106.81403004096762,48.17686506540019],[-106.81390756222227,48.17680001405],[-106.81388766397738,48.176804795672695],[-106.81386157398818,48.17682306253088],[-106.81380991179056,48.17687300977708],[-106.81399231476087,48.176932650170755],[-106.81399883727424,48.17692808343754],[-106.81401887926593,48.17692772532018],[-106.81404463850606,48.17690053984362],[-106.81404416403731,48.176887197768494],[-106.81401732675754,48.17688311739339]]]]}"
00000000000000000e3e,1,3638,2,2780,1,179.788409015,114.6265603,52430.8149726,1,"{""type"":""GeometryCollection"",""geometries"":[{""type"":""LineString"",""coordinates"":[[-106.81425543633573,48.17700888168179],[-106.8142689416229,48.177013134640156],[-106.81427577303579,48.17701749296252]]},{""type"":""LineString"",""coordinates"":[[-106.8138966220464,48.177059207669664],[-106.81390345343455,48.17706356601444],[-106.81391012731837,48.17706346067037]]},{""type"":""Polygon"",""coordinates"":[[[-106.81427206402422,48.17729000159548],[-106.81429233567718,48.177298577248095],[-106.81429852739153,48.17728509186053],[-106.81427206402422,48.17729000159548]]]},{""type"":""Polygon"",""coordinates"":[[[-106.81434407853536,48.177061063587864],[-106.81439566052862,48.17719868144099],[-106.81440203936026,48.177189691094604],[-106.8144136751843,48.177140372962],[-106.81441911933472,48.177104540219176],[-106.81434407853536,48.177061063587864]]]},{""type"":""Polygon"",""coordinates"":[[[-106.81380991179056,48.17687300977708],[-106.81379701040636,48.17688656674734],[-106.81377129452184,48.1769138236122],[-106.81384807327088,48.1770064036109],[-106.81385459580525,48.17700183688054],[-106.81385422160167,48.176992846865424],[-106.81389391684587,48.17698329882446],[-106.81391334077077,48.176965175085066],[-106.81394642780734,48.176955683520724],[-106.81399231476087,48.176932650170755],[-106.81380991179056,48.17687300977708]]]},{""type"":""Polygon"",""coordinates"":[[[-106.81403028989475,48.177061549051],[-106.81402343656802,48.177057197233424],[-106.81393793975357,48.177094289001346],[-106.81392437678227,48.17709000890238],[-106.81393827052173,48.177103207573516],[-106.81397243568662,48.17712498194344],[-106.81397210491046,48.177116063367926],[-106.81401799207057,48.177093029930525],[-106.81403085003124,48.177079401417544],[-106.81403737257045,48.17707483466837],[-106.81403028989475,48.177061549051]]]}]}"
00000000000000000e3f,1,3639,2,2776,1,319.797760172,97.4640656531,52430.8149726,1,"{""type"":""GeometryCollection"",""geometries"":[{""type"":""LineString"",""coordinates"":[[-106.81396172731769,48.177201097586746],[-106.8139618848284,48.17720556127493]]},{""type"":""Polygon"",""coordinates"":[[[-106.8139162193263,48.1772375333329],[-106.81390228334756,48.177219895825495],[-106.81393545628126,48.1772149144723],[-106.8139285172834,48.177206052376846],[-106.81390814440122,48.17719749189069],[-106.81390153617261,48.1771975483844],[-106.81376760729927,48.177186309568896],[-106.81376764948853,48.17719074836692],[-106.81376089763694,48.17718638128595],[-106.81348647473494,48.17716839832383],[-106.81348666178998,48.17717289334804],[-106.81346972340194,48.17726246779126],[-106.81391106324041,48.17727784594741],[-106.81395657639241,48.17724582240579],[-106.8139162193263,48.1772375333329]],[[-106.8137288025555,48.177222628611496],[-106.81370857338516,48.177218491645576],[-106.81371594447269,48.177236257124214],[-106.8137288025555,48.177222628611496]]]}]}"
00000000000000000e40,1,3640,2,2798,1,678.54709009,244.093944692,52430.8149726,1,"{""type"":""MultiPolygon"",""coordinates"":[[[[-106.81578938653152,48.177332982701124],[-106.81575474432448,48.177297866784535],[-106.81562847159343,48.17731324307993],[-106.8156496794479,48.17734866091606],[-106.81569755391328,48.17737913816354],[-106.8157971759209,48.17736417689097],[-106.81581636875293,48.17734148615843],[-106.81578938653152,48.177332982701124]]],[[[-106.81531886348733,48.17743421550867],[-106.81529163620196,48.17742130354949],[-106.81531134764498,48.1774120265331],[-106.81529022599486,48.17738111883831],[-106.81529600050663,48.177354204502755],[-106.81458455396107,48.177441392058796],[-106.81465255525443,48.17747602193795],[-106.81474598514495,48.177474547190684],[-106.81475969222801,48.177483250780796],[-106.81484049384837,48.17750433851807],[-106.81484734741251,48.17750869030836],[-106.81531886348733,48.17743421550867]]],[[[-106.81543186156682,48.17741903948176],[-106.8154578502505,48.17740078722363],[-106.81549797884877,48.17740014180089],[-106.81554401007712,48.17738153107966],[-106.81561509540443,48.1773134582402],[-106.81542227303855,48.17733882863636],[-106.81543687228428,48.17737430314391],[-106.81537657298439,48.17736635788575],[-106.8153823898177,48.17734388235937],[-106.81532246409395,48.17734929447493],[-106.81531697832838,48.177380688606725],[-106.81533810000707,48.177411596294654],[-106.81536367175318,48.177379915188666],[-106.81542467677647,48.17740576913237],[-106.8153917329771,48.17741968487696],[-106.81536508204134,48.1774200998958],[-106.81531886348733,48.17743421550867],[-106.81543186156682,48.17741903948176]]]]}"
00000000000000000e41,1,3641,2,2773,1,210.372965718,97.8859869445,52430.8149726,1,"{""type"":""GeometryCollection"",""geometries"":[{""type"":""LineString"",""coordinates"":[[-106.81402110413887,48.17736987493785],[-106.81402774809057,48.17736977005958]]},{""type"":""Polygon"",""coordinates"":[[[-106.81404095700262,48.17736510214604],[-106.8140277246932,48.17736974065918],[-106.81402774809057,48.17736977005958],[-106.81403476519617,48.1773785875398],[-106.81406752183234,48.17736017723351],[-106.81404095700262,48.17736510214604]]]},{""type"":""Polygon"",""coordinates"":[[[-106.81397469648094,48.17737957522358],[-106.81392814742054,48.17738477153053],[-106.81393500078532,48.17738912338091],[-106.81392176846974,48.17739376188177],[-106.81391491510674,48.17738941003],[-106.81356992040575,48.17745291268254],[-106.81359141437022,48.17749281094408],[-106.81360634228113,48.177537204532356],[-106.81360708926111,48.17755955212442],[-106.81389000403735,48.177438928035315],[-106.81389619589868,48.17742544263407],[-106.81391543297094,48.17740282369401],[-106.81394908049586,48.17741118452058],[-106.81397550168495,48.17740183604678],[-106.8139818806282,48.1773928456908],[-106.81397469648094,48.17737957522358]],[[-106.8138228948716,48.17743106872275],[-106.8138300789601,48.177444339215725],[-106.81386977469597,48.177434791090626],[-106.8138228948716,48.17743106872275]]]}]}"
00000000000000000e42,1,3642,2,2761,1,213.878844742,73.5860999713,52430.8149726,1,"{""type"":""Polygon"",""coordinates"":[[[-106.81374857285412,48.17835224553794],[-106.81364706702828,48.178313677057155],[-106.81381587258923,48.1785566809585],[-106.81394150206535,48.17851894338104],[-106.81396096905868,48.17850525799117],[-106.81374857285412,48.17835224553794]]]}"
00000000000000000e43,1,3643,2,2803,1,140.197991255,55.277314505,52430.8149726,1,"{""type"":""MultiPolygon"",""coordinates"":[[[[-106.81507111736398,48.17779545173583],[-106.81504446625095,48.17779586667337],[-106.81507882034312,48.17782213596559],[-106.81507111736398,48.17779545173583]]],[[[-106.81539881067366,48.177808161235205],[-106.81523165962022,48.17780183492444],[-106.81523184688635,48.17780632999385],[-106.81521894545347,48.17781988739544],[-106.81518585746744,48.17782937957629],[-106.81520782861898,48.1778826200105],[-106.81522861935242,48.17790460931605],[-106.81538131532871,48.177879884376644],[-106.81538112804463,48.17787538930172],[-106.81540613934462,48.17782585529691],[-106.81539881067366,48.177808161235205]]]]}"
00000000000000000e44,1,3644,2,2854,1,448.000277693,123.147610976,52430.8149726,1,"{""type"":""MultiPolygon"",""coordinates"":[[[[-106.81677599650845,48.1774737455105],[-106.81677425321155,48.17742464222164],[-106.8167740657519,48.17742014719261],[-106.81662808013226,48.177444802190614],[-106.81664201791762,48.17746243933305],[-106.81666318452388,48.177493418199724],[-106.8167045805991,48.177532900771986],[-106.81679697580286,48.17750022931483],[-106.81677599650845,48.1774737455105]]],[[[-106.81633489958243,48.17765486643032],[-106.81632677927898,48.177610386122524],[-106.81634620194615,48.17759662904906],[-106.81633878682558,48.17757442486757],[-106.81636487689671,48.17755615707633],[-106.81632385516,48.17753003176649],[-106.81631058023937,48.177530231792616],[-106.81628960139473,48.177503747855916],[-106.81605074557092,48.1775477307877],[-106.81609481899535,48.17766315979132],[-106.81613692042116,48.1777205515212],[-106.81618976346466,48.17770185324128],[-106.81633489958243,48.17765486643032]],[[-106.81620270711608,48.17769273457835],[-106.81618943215466,48.17769293458943],[-106.81618976346466,48.17770185324128],[-106.81620270711608,48.17769273457835]],[[-106.81618224698735,48.17767966423725],[-106.81616920188955,48.17768879813117],[-106.81618943215466,48.17769293458943],[-106.81618224698735,48.17767966423725]]]]}"
00000000000000000e45,1,3645,2,2800,1,321.66219963,146.396166316,52430.8149726,1,"{""type"":""MultiPolygon"",""coordinates"":[[[[-106.81532464823887,48.177599378286],[-106.81533009167659,48.1775635451982],[-106.81532220233525,48.177527998715384],[-106.81516940645075,48.177552738592354],[-106.8151832575305,48.17756586571996],[-106.8151772532797,48.17758384628169],[-106.81519823110139,48.17761033052671],[-106.81521268636878,48.177641381658646],[-106.81534510782296,48.17761244880317],[-106.81534506544837,48.17760800997508],[-106.81532464823887,48.177599378286]]],[[[-106.81580751363579,48.17746673521747],[-106.81580680773601,48.17744882652863],[-106.8157736775926,48.177453880024295],[-106.81576715506692,48.177458446923495],[-106.81576696773206,48.177453951886484],[-106.81574040254495,48.17745887728553],[-106.81575411001202,48.17746758072184],[-106.81576837845935,48.177494136632944],[-106.81578109230946,48.1774760842088],[-106.81579469835,48.1774848028772],[-106.81581507225857,48.177493362984926],[-106.81580751363579,48.17746673521747]]],[[[-106.8150732663611,48.17766590633828],[-106.81504562224873,48.17763956530707],[-106.81501793472476,48.17761315282036],[-106.81495697339923,48.17758736997095],[-106.8145851364434,48.17764679644411],[-106.81459959110622,48.17767784770477],[-106.81461948990182,48.177673065842015],[-106.81463961817951,48.17767721787262],[-106.81468583694763,48.177663102515325],[-106.81473215715239,48.1776489719054],[-106.81478504226006,48.17763471325962],[-106.81483211016963,48.1776429302091],[-106.81485942308007,48.17766035264963],[-106.81493417739125,48.1776993494901],[-106.81508011999881,48.177670258123456],[-106.8150732663611,48.17766590633828]]]]}"
00000000000000000e46,1,3646,2,2802,1,162.380781111,92.0972946451,52430.8149726,1,"{""type"":""GeometryCollection"",""geometries"":[{""type"":""LineString"",""coordinates"":[[-106.81506452915326,48.17779555049205],[-106.8150711650008,48.177795445681575]]},{""type"":""Polygon"",""coordinates"":[[[-106.81524197041425,48.17771684146896],[-106.81523043677329,48.17776614498641],[-106.81523165962022,48.17780183492444],[-106.81539881067366,48.177808161235205],[-106.81539153999961,48.17779038048384],[-106.81537609117666,48.17773257329314],[-106.81540218155618,48.17771430570018],[-106.81524197041425,48.17771684146896]]]},{""type"":""Polygon"",""coordinates"":[[[-106.81508993735135,48.17775940343289],[-106.81508927527166,48.17774156609004],[-106.81508852739125,48.177719218455216],[-106.81505510848184,48.17771979190311],[-106.81502878845339,48.17772912550177],[-106.815035123824,48.17772006356353],[-106.81496834404511,48.177721123714925],[-106.81496853127928,48.17772561877879],[-106.8149956571161,48.17773854613856],[-106.81500978119902,48.17776067870578],[-106.81503761259845,48.177791514875686],[-106.81504446625095,48.17779586667337],[-106.8150645524006,48.1777955797746],[-106.81506452915326,48.17779555049205],[-106.81502953629676,48.177751473142195],[-106.81504990999102,48.17776003346043],[-106.81510457980588,48.177794949739415],[-106.81512396041461,48.177776754013976],[-106.81508993735135,48.17775940343289]]]}]}"
