system:index,FID_Braz_1,FID_Brazil,Id,Input_FID,ORIG_FID,Shape_Area,Shape_Le_1,Shape_Leng,gridcode,.geo
00000000000000000e47,1,3647,2,2768,1,763.885505612,193.662049457,52430.8149726,1,"{""type"":""Polygon"",""coordinates"":[[[-106.81448191764363,48.17793875658675],[-106.81449463210993,48.17792070416484],[-106.81442691773088,48.17789492113657],[-106.81442795381314,48.17792174871037],[-106.81440082702355,48.177913188536124],[-106.81438689051515,48.17789555088653],[-106.8143595778122,48.17787812822916],[-106.8143858979184,48.17786879478507],[-106.81439927412812,48.17786857979272],[-106.81441231946745,48.17785944610133],[-106.81442569567764,48.17785923110535],[-106.81446224256818,48.1777603938498],[-106.81444919727117,48.17776952752975],[-106.81441006135178,48.1777969285692],[-106.81440250382177,48.17777030051078],[-106.81441536195811,48.17775667176721],[-106.81367881391378,48.1778888768597],[-106.8136740302796,48.177942547546905],[-106.81430205337492,48.17795048103963],[-106.81433541422548,48.17794999454676],[-106.81435465143119,48.177927375290885],[-106.81436825706923,48.17793609424548],[-106.81436858792951,48.17794501295603],[-106.81439534040092,48.17794458297235],[-106.81448191764363,48.17793875658675]],[[-106.81439534040092,48.17794458297235],[-106.8143882996889,48.177935736028545],[-106.8143751106157,48.17794044610541],[-106.81439534040092,48.17794458297235]],[[-106.81435380256005,48.17790504279436],[-106.81434034063712,48.177900747464136],[-106.81434067149111,48.177909666168965],[-106.81435380256005,48.17790504279436]],[[-106.81427149031518,48.17784378461861],[-106.81424469571368,48.17783977571283],[-106.81425210943713,48.17786198020242],[-106.81427149031518,48.17784378461861]],[[-106.81408655649174,48.17790033204866],[-106.81405305211345,48.17789639482841],[-106.8140736547714,48.17791388932824],[-106.81408655649174,48.17790033204866]]]}"
00000000000000000e48,1,3648,2,2801,1,151.945954849,77.5276550576,52430.8149726,1,"{""type"":""MultiPolygon"",""coordinates"":[[[[-106.81505510848184,48.17771979190311],[-106.81508852739125,48.177719218455216],[-106.81509490620765,48.177710227974686],[-106.81505510848184,48.17771979190311]]],[[[-106.81508011999881,48.177670258123456],[-106.81493417739125,48.1776993494901],[-106.8149478846259,48.177708053086654],[-106.81496834404511,48.177721123714925],[-106.815035123824,48.17772006356353],[-106.81508739047968,48.17768803886276],[-106.81508011999881,48.177670258123456]]],[[[-106.8153877260763,48.17768325455917],[-106.81537327062037,48.17765220343365],[-106.8153454389275,48.17762136744952],[-106.81534510782296,48.17761244880317],[-106.81521268636878,48.177641381658646],[-106.81521976965435,48.17765466731953],[-106.81524174078517,48.177707907570365],[-106.81524197041425,48.17771684146896],[-106.81540218155618,48.17771430570018],[-106.8153877260763,48.17768325455917]]]]}"
00000000000000000e49,1,3649,2,2770,1,581.891860133,161.666419376,52430.8149726,1,"{""type"":""Polygon"",""coordinates"":[[[-106.81447725173675,48.17761721978456],[-106.81440587718029,48.177676445015344],[-106.81438579124124,48.177676731770774],[-106.81436585021058,48.17767707474773],[-106.81427049314314,48.17762495046551],[-106.8141691752231,48.177590878102976],[-106.81416898808676,48.17758638304655],[-106.81361311127941,48.17772912397079],[-106.81364135735728,48.17777338956278],[-106.81365543696833,48.177795450908434],[-106.81408730010047,48.17773060129923],[-106.8140871129753,48.17772610623049],[-106.81410038764164,48.1777259065165],[-106.81449897642821,48.177666051831785],[-106.81447725173675,48.17761721978456]],[[-106.81421230738229,48.17767946552886],[-106.81419217924947,48.17767531340511],[-106.81419926209135,48.1776885991608],[-106.81421230738229,48.17767946552886]],[[-106.8141330009196,48.177703072452346],[-106.81411268567274,48.1776944252439],[-106.8141201427413,48.17771670114546],[-106.8141330009196,48.177703072452346]]]}"
00000000000000000e4a,1,3650,2,2766,1,753.211801229,201.996574319,52430.8149726,1,"{""type"":""Polygon"",""coordinates"":[[[-106.81436858792951,48.17794501295603],[-106.81435601711058,48.177967488998206],[-106.81433555792327,48.177954418173],[-106.81433541422548,48.17794999454676],[-106.81430205337492,48.17795048103963],[-106.81353945438455,48.1781010245363],[-106.81342715924774,48.178138474931146],[-106.81335418772625,48.17815301952223],[-106.8133212011074,48.1781624958912],[-106.8133080119751,48.17816720584364],[-106.81353077709068,48.1782351379279],[-106.81355734247033,48.17823021306103],[-106.81446901599514,48.17795231392733],[-106.81448191764363,48.17793875658675],[-106.81439534040092,48.17794458297235],[-106.81436858792951,48.17794501295603]],[[-106.81439534040092,48.17794458297235],[-106.81439567126768,48.17795350168407],[-106.8144087588975,48.177948806837385],[-106.81439534040092,48.17794458297235]],[[-106.81432936608279,48.17796790373706],[-106.81431584615207,48.177963695093275],[-106.81431617699907,48.17797261380899],[-106.81432936608279,48.17796790373706]],[[-106.81405123025398,48.178034859589566],[-106.81403110198696,48.17803070740761],[-106.81403804115193,48.178039569629846],[-106.81405123025398,48.178034859589566]]]}"
00000000000000000e4b,1,3651,2,2765,1,642.666165646,167.686944579,52430.8149726,1,"{""type"":""Polygon"",""coordinates"":[[[-106.81355734247033,48.17823021306103],[-106.81427006379784,48.178178793241685],[-106.81428300781786,48.17816967474508],[-106.81430909874217,48.17815140728323],[-106.81432862346638,48.17813763522607],[-106.81434166891434,48.17812850149496],[-106.81435471435753,48.178119367763784],[-106.81439196692197,48.17803843894708],[-106.81442439325893,48.17801110955204],[-106.81446901599514,48.17795231392733],[-106.81355734247033,48.17823021306103]],[[-106.81429182611133,48.17803998515367],[-106.81427830616518,48.17803577649925],[-106.81427863700182,48.178044695227534],[-106.81429182611133,48.17803998515367]],[[-106.81429248779109,48.178057822612914],[-106.81427896783845,48.17805361395733],[-106.81427967175257,48.178075890292334],[-106.81429248779109,48.178057822612914]]]}"
00000000000000000e4c,1,3652,2,2769,1,586.547221091,158.737167662,52430.8149726,1,"{""type"":""Polygon"",""coordinates"":[[[-106.81449897642821,48.177666051831785],[-106.81410038764164,48.1777259065165],[-106.81410724109924,48.17773025838041],[-106.814094713701,48.177752805758125],[-106.81408092110853,48.17773959172093],[-106.81408730010047,48.17773060129923],[-106.81365543696833,48.177795450908434],[-106.8136842589147,48.17785304362897],[-106.81367881391378,48.1778888768597],[-106.81441536195811,48.17775667176721],[-106.81443492989953,48.17774297125753],[-106.81443418242004,48.17772062360689],[-106.814474769798,48.17773784642528],[-106.81452061544503,48.177710373618325],[-106.81449897642821,48.177666051831785]],[[-106.81446721222355,48.17771121840286],[-106.81445364889024,48.17770693833756],[-106.81445416694561,48.17772035207451],[-106.81446721222355,48.17771121840286]]]}"
00000000000000000e4d,1,3653,2,2810,1,96.5419332325,39.4297804041,52430.8149726,1,"{""type"":""Polygon"",""coordinates"":[[[-106.81541985128524,48.17840183252629],[-106.8154258556082,48.178383851669075],[-106.81541881449414,48.17837500473717],[-106.81526611640012,48.17839973002141],[-106.81526686436099,48.178422077940844],[-106.81534224072215,48.178474473651576],[-106.81543519890582,48.17845965567193],[-106.81541985128524,48.17840183252629]]]}"
00000000000000000e4e,1,3654,2,2813,1,200.901086924,57.2389558037,52430.8149726,1,"{""type"":""GeometryCollection"",""geometries"":[{""type"":""LineString"",""coordinates"":[[-106.81515613496005,48.17849977217323],[-106.8151562921202,48.178504222789876]]},{""type"":""Polygon"",""coordinates"":[[[-106.81513630035012,48.17831698431853],[-106.81502414901513,48.17835449298178],[-106.81515612264077,48.17849977237966],[-106.81515613496005,48.17849977217323],[-106.81518944084218,48.17849921410478],[-106.81526686436099,48.178422077940844],[-106.81526611640012,48.17839973002141],[-106.81513630035012,48.17831698431853]]]}]}"
00000000000000000e4f,1,3655,2,2824,1,183.296629244,96.0822053616,52430.8149726,1,"{""type"":""MultiPolygon"",""coordinates"":[[[[-106.81564737163946,48.178983296910545],[-106.81564051766323,48.17897894506608],[-106.81553752037014,48.17908776455973],[-106.81555798084844,48.179100835377504],[-106.81565240924631,48.17912611626903],[-106.81567253865101,48.179130268169516],[-106.81576793358522,48.17899474844872],[-106.81564737163946,48.178983296910545]]],[[[-106.81574970604815,48.17885663982007],[-106.81577645958532,48.17885620941839],[-106.81580259315153,48.178842380238976],[-106.81581563872122,48.178833246183245],[-106.81585566758119,48.178832615786746],[-106.81585525048723,48.17881918655105],[-106.81585510661246,48.178814762859105],[-106.8158549192767,48.17881026770682],[-106.81586096696556,48.17879235814649],[-106.81580170101167,48.17881560846143],[-106.81583998792718,48.17876587348373],[-106.81586003131943,48.178765514935336],[-106.8158588938057,48.1787343347494],[-106.81574970604815,48.17885663982007]]]]}"
00000000000000000e50,1,3656,2,2811,1,466.945703309,232.278243991,52430.8149726,1,"{""type"":""GeometryCollection"",""geometries"":[{""type"":""LineString"",""coordinates"":[[-106.81575832523873,48.17872248678474],[-106.81575816756369,48.178718023102185]]},{""type"":""LineString"",""coordinates"":[[-106.81530517011136,48.17855991139094],[-106.81530501318207,48.178555467685186]]},{""type"":""Polygon"",""coordinates"":[[[-106.8159297508561,48.17866169326984],[-106.81594875806685,48.17863013934697],[-106.81592885861389,48.178634921587665],[-106.815849549583,48.17865853041672],[-106.81582378978253,48.17868571729529],[-106.81578450936182,48.17870869570141],[-106.81578484055672,48.17871761452912],[-106.81587133488779,48.17870727635441],[-106.81595650430489,48.17866126282197],[-106.8159297508561,48.17866169326984]]]},{""type"":""Polygon"",""coordinates"":[[[-106.81548181842025,48.178646452729126],[-106.81551551146275,48.17865488461402],[-106.81552799617455,48.178627897760435],[-106.81548819735261,48.17863746206174],[-106.81546083981605,48.178619968045965],[-106.81544164610027,48.17864265927939],[-106.81540673014906,48.17859853687374],[-106.81539987628659,48.17859418504099],[-106.81540573683634,48.178571780444706],[-106.815439156645,48.17857120684315],[-106.81547158310293,48.17854387681674],[-106.81551179879335,48.17854774170968],[-106.81546425428812,48.17852618252305],[-106.81547603327144,48.17848128669611],[-106.81543534273268,48.178464079335974],[-106.81543519890582,48.17845965567193],[-106.81534224072215,48.178474473651576],[-106.81530484548573,48.178550979803035],[-106.81531840934868,48.17855525980349],[-106.81530517656564,48.17855989860866],[-106.81530517011136,48.17855991139094],[-106.81528016456238,48.17860943329362],[-106.81527416013076,48.17862741422131],[-106.81527434739604,48.17863190936093],[-106.81526219360137,48.178667815011806],[-106.81536469719063,48.17873313843418],[-106.81541828969826,48.17873678823285],[-106.81552499880068,48.17873511267847],[-106.81551824634309,48.178730745608306],[-106.81553143573478,48.17872603529635],[-106.81553818819415,48.17873040236516],[-106.81559830359633,48.178729485060124],[-106.81565170895333,48.17872863957812],[-106.8156579005609,48.178715153740654],[-106.81563106130362,48.17871107372397],[-106.81563710906427,48.17869316420951],[-106.8156296508166,48.178670888043285],[-106.81555553999749,48.17865425435261],[-106.81548933455447,48.178668642202744],[-106.81546910400682,48.178664505528126],[-106.81548181842025,48.178646452729126]],[[-106.81561768460799,48.178711288903095],[-106.81561083068468,48.1787069370776],[-106.81560449521974,48.17871599922546],[-106.81561768460799,48.178711288903095]],[[-106.81560449521974,48.17871599922546],[-106.81559126236985,48.17872063808575],[-106.81559830359633,48.178729485060124],[-106.81560449521974,48.17871599922546]],[[-106.81543626048958,48.17867840641356],[-106.81546328693065,48.178686981628026],[-106.81546910400682,48.178664505528126],[-106.81543626048958,48.17867840641356]],[[-106.81542860056592,48.17865179325061],[-106.81541513809029,48.17864749802385],[-106.8154153677443,48.17865643208038],[-106.81542860056592,48.17865179325061]],[[-106.8154300108327,48.178691978925265],[-106.81543034194104,48.17870089775356],[-106.81544353131969,48.178696187456644],[-106.8154300108327,48.178691978925265]],[[-106.81538219313735,48.17866141412159],[-106.81540917607747,48.17866991788876],[-106.8154153677443,48.17865643208038],[-106.81538219313735,48.17866141412159]],[[-106.81532756515011,48.178626568929225],[-106.81536825575971,48.17864377638605],[-106.81537411633744,48.17862137176994],[-106.81532756515011,48.178626568929225]],[[-106.81533886942317,48.178568330546206],[-106.81532568009422,48.17857304081614],[-106.81534591054375,48.17857717751618],[-106.81533886942317,48.178568330546206]],[[-106.81532657189689,48.17859981248364],[-106.81534009232354,48.178604021023716],[-106.81534647127164,48.17859503037254],[-106.81532657189689,48.17859981248364]],[[-106.81537256230882,48.1785767624726],[-106.81534591054375,48.17857717751618],[-106.81534647127164,48.17859503037254],[-106.81537289340491,48.178585681281945],[-106.81537256230882,48.1785767624726]],[[-106.81537289340491,48.178585681281945],[-106.8153603227946,48.17860815772262],[-106.81537411633744,48.17862137176994],[-106.81538063910212,48.17861680479073],[-106.81539987628659,48.17859418504099],[-106.81537289340491,48.178585681281945]]]}]}"
00000000000000000e51,1,3657,2,2764,1,396.018610912,117.907351021,52430.8149726,1,"{""type"":""Polygon"",""coordinates"":[[[-106.81355734247033,48.17823021306103],[-106.81353077709068,48.1782351379279],[-106.8135784626673,48.17826112166957],[-106.81412055848071,48.17829724503017],[-106.81420502351676,48.17822895700552],[-106.81423745010406,48.17820162756848],[-106.81427006379784,48.178178793241685],[-106.81355734247033,48.17823021306103]]]}"
00000000000000000e52,1,3658,2,2814,1,181.503595984,58.8046898692,52430.8149726,1,"{""type"":""Polygon"",""coordinates"":[[[-106.81502414901513,48.17835449298178],[-106.81500424980443,48.17835927500035],[-106.8149592526334,48.17840908108006],[-106.815031068971,48.17855083878272],[-106.8150920753775,48.17857669347545],[-106.81509174435003,48.178567774664934],[-106.81510412782387,48.17854080314066],[-106.81512383989697,48.178531525950035],[-106.81515626643345,48.178504196048344],[-106.81502414901513,48.17835449298178]]]}"
00000000000000000e53,1,3659,2,2751,1,204.392229554,94.0925475903,52430.8149726,1,"{""type"":""MultiPolygon"",""coordinates"":[[[[-106.81291061995567,48.17901758283126],[-106.81289152506243,48.17904462602045],[-106.81284638169565,48.17909000809868],[-106.81298895069094,48.179154777042676],[-106.81302020008965,48.17909619554469],[-106.81303995598132,48.179086990136305],[-106.813059337891,48.17906879434822],[-106.81291061995567,48.17901758283126]]],[[[-106.81309317336284,48.17908165090258],[-106.81309350389286,48.17909056981933],[-106.81309458102376,48.1791218370044],[-106.81314897710826,48.17914774970036],[-106.81320294129407,48.17916475867925],[-106.81323029743474,48.17918225355213],[-106.8133237301822,48.17918078006469],[-106.81335681918735,48.17917128825489],[-106.81309317336284,48.17908165090258]]]]}"
00000000000000000e54,1,3660,2,2818,1,122.944176455,70.9499234692,52430.8149726,1,"{""type"":""GeometryCollection"",""geometries"":[{""type"":""LineString"",""coordinates"":[[-106.81526223545565,48.17866779776632],[-106.81526239308738,48.17867226145015]]},{""type"":""Polygon"",""coordinates"":[[[-106.81526233740551,48.17867223869412],[-106.8152366207948,48.17869949689038],[-106.81526337406756,48.17869906663919],[-106.81530340253936,48.178698436483636],[-106.81526233740551,48.17867223869412]]]},{""type"":""Polygon"",""coordinates"":[[[-106.81530340253936,48.178698436483636],[-106.81531767097407,48.17872499308086],[-106.81533104763062,48.178724777944325],[-106.81534479773796,48.178737920563535],[-106.81536469719063,48.17873313843418],[-106.81530340253936,48.178698436483636]]]},{""type"":""Polygon"",""coordinates"":[[[-106.81508406531687,48.17872864575504],[-106.81508373429375,48.178719726918715],[-106.81508340327058,48.1787108080839],[-106.81495093452882,48.17873966981708],[-106.81498551887265,48.17877487367467],[-106.81498040582055,48.178819626433175],[-106.81498725963993,48.17882397831545],[-106.81515300483314,48.178790119277494],[-106.81508406531687,48.17872864575504]]]}]}"
